source,HPO_term_VarName,HPO_term_name,HPO_term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,intersections
HP,Abnormal_localization_of_kidney,Abnormal localization of kidney,HP:0100542,FALSE,7.159820684816408e-18,17.145097854308055,229,173,43,4958,"ADA2,BRCA1,BRCA2,BRIP1,DKC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,MAD2L2,NPHP1,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,TSR2,UBE2T,XRCC2"
HP,Abnormality_of_the_thenar_eminence,Abnormality of the thenar eminence,HP:0001227,FALSE,7.932350400604073e-18,17.100598109685134,35,173,20,4958,"ADA2,GATA1,RAD51C,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Abnormal_circulating_enzyme_concentration_or_activity,Abnormal circulating enzyme concentration or activity,HP:0012379,FALSE,8.53073850606217e-18,17.069013370330193,627,173,70,4958,"ABCG8,ADA2,ALG8,ALPL,ATP7B,BAAT,BRCA1,BRCA2,CD46,CDAN1,CEP164,CFH,CFI,CLCN7,COL4A1,CP,DCDC2,DNAJC21,ERCC4,FAH,FOXP3,G6PC1,GATA1,GBA1,HAMP,HBB,HLA-DQB1,IFIH1,LIPA,LMBRD1,LYST,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,MTTP,NPHP1,PALB2,PCCA,PCCB,PEPD,PLEC,PRDX1,SBDS,SLC25A13,SLC2A1,SLC37A4,SLC4A1,SLC7A7,SMAD4,SMPD1,SRP54,TFR2,TGFB1,TMEM67,TREX1,XK,MT-ATP6,MT-CO1,MT-CO3,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Short_thumb,Short thumb,HP:0009778,FALSE,2.913245049688207e-17,16.535622982845283,121,173,32,4958,"ADA2,BRCA2,BRIP1,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCI,GATA1,PALB2,RAD51C,RBM8A,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,TSR2,UBE2T"
HP,Abnormal_renal_cortex_morphology,Abnormal renal cortex morphology,HP:0011035,FALSE,3.48794071333527e-17,16.457430905646056,238,173,43,4958,"C3,CEP83,CFH,CFI,CLCN7,COL7A1,COQ2,DCDC2,FAH,FOXP3,G6PC1,GLA,INVS,KCNQ1,LPIN2,MMACHC,MMP1,MTRR,MUC1,NEK8,NPHP1,NPHP3,NPHP4,PLEC,REN,SLC37A4,SLC7A7,SMARCAL1,TMEM67,TREX1,WAS,WDR19,XPNPEP3,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6"
HP,Hypoplasia_of_the_ulna,Hypoplasia of the ulna,HP:0003022,FALSE,4.843632629512079e-17,16.31482880380852,54,173,23,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,SLX4,UBE2T,XRCC2"
HP,Duplication_of_thumb_phalanx,Duplication of thumb phalanx,HP:0009942,FALSE,6.7777440439299e-17,16.16891484,61,173,24,4958,"ADA2,FANCA,FANCC,FANCD2,FANCE,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2,UBE2T"
HP,Chromosome_breakage,Chromosome breakage,HP:0040012,FALSE,7.494548151463594e-17,16.125254545769863,38,173,20,4958,"BRCA1,BRCA2,BRIP1,DNAJC21,ERCC4,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,SLX4,TERT,UBE2T,XRCC2"
HP,Normochromic_anemia,Normochromic anemia,HP:0001895,FALSE,1.4928596629322898e-16,15.825981016440233,39,173,20,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TREX1,TSR2"
HP,Abnormal_intestine_morphology,Abnormal intestine morphology,HP:0002242,FALSE,2.421221821676264e-16,15.615965420588463,775,173,76,4958,"ACVRL1,ADA2,ALG8,BRCA1,BRCA2,BRIP1,COL3A1,CTC1,DNAJC21,ELANE,ENG,ERCC4,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FOXP3,GATA1,HLA-DQB1,LIPA,MAD2L2,MEN1,MTTP,NPHP1,NPHP3,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SBDS,SLC37A4,SLC7A7,SLX4,SMAD4,SMARCAL1,SRP54,STK11,TBX1,TGFB1,TMEM67,TSR2,UBE2T,WAS,XRCC2,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND4,MT-ND5,MT-ND6,POLG"
HP,Reduced_bone_mineral_density,Reduced bone mineral density,HP:0004349,FALSE,2.6435699933327416e-16,15.577809186368853,560,173,64,4958,"ALPL,ATP7B,BAAT,BRCA1,BRCA2,BRIP1,CLCN7,COG1,COL7A1,CTC1,DKC1,DNAJC21,ELANE,ERCC4,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC1,GATA1,GBA1,GLA,HAMP,HBB,HLA-DQB1,IFIH1,MAD2L2,MEN1,MMP1,MTRR,MTTP,NAF1,PALB2,PCCA,PCCB,PEPD,RAD51,RAD51C,RFWD3,RPL11,SBDS,SLC37A4,SLC4A1,SLC7A7,SLX4,SMARCAL1,SMPD1,SRP54,TERT,TGFB1,TINF2,TMEM67,UBE2T,UROS,WDR19,XRCC2,POLG,POLG2"
HP,Adenocarcinoma_of_the_colon,Adenocarcinoma of the colon,HP:0040276,FALSE,3.080372361264496e-16,15.511396781984011,35,173,19,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Abnormal_myocardium_morphology,Abnormal myocardium morphology,HP:0001637,FALSE,3.8622841371682195e-16,15.413155779581718,581,173,65,4958,"ADA2,ANKS6,BRCA1,BRCA2,BRIP1,COL7A1,COQ2,DNAJC21,EPB42,ERCC4,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GBA1,GLA,HAMP,HBB,IFIH1,KCNQ1,MAD2L2,MEN1,MMACHC,MMP1,NEK8,NPHP1,PALB2,PCCA,PCCB,RAD51,RAD51C,RFWD3,RMRP,SBDS,SLC19A2,SLC4A1,SLX4,SRP54,SURF1,TERT,TFR2,TGFB1,TREX1,UBE2T,XK,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Abnormal_hemoglobin,Abnormal hemoglobin,HP:0011902,FALSE,3.9363307885266728e-16,15.404908412884131,72,173,25,4958,"ADA2,DNAJC21,GATA1,HBA1,HBA2,HBB,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SBDS,SRP54,TSR2"
HP,Chromosomal_breakage_induced_by_crosslinking_agents,Chromosomal breakage induced by crosslinking agents,HP:0003221,FALSE,4.285695327067688e-16,15.367978706480484,16,173,14,4958,"BRCA2,BRIP1,FANCA,FANCC,FANCD2,FANCE,FANCF,FANCI,FANCL,MAD2L2,PALB2,RAD51,SLX4,UBE2T"
HP,Aplasia/Hypoplasia_of_the_ulna,Aplasia/Hypoplasia of the ulna,HP:0006495,FALSE,5.544594812093129e-16,15.256130185727939,59,173,23,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,SLX4,UBE2T,XRCC2"
HP,Abnormal_vascular_morphology,Abnormal vascular morphology,HP:0025015,FALSE,5.62679494120692e-16,15.249738911667587,1138,173,93,4958,"ABCA1,ABCG8,ACVRL1,ADA2,ALG8,ALPL,ANKS6,BRCA1,BRCA2,BRIP1,CD46,CFH,CFI,CLCN7,COL3A1,COL4A1,CTC1,DCDC2,ENG,ERCC4,F8,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,GATA1,GBA1,GLA,HBB,IFIH1,LIPA,LMBRD1,MAD2L2,MMACHC,NEK8,NPHP3,PALB2,PCCA,PCCB,RAD51,RAD51C,RBM8A,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SLC19A2,SLC37A4,SLX4,SMAD4,SMARCAL1,SMPD1,TBX1,TERT,TMEM67,TREX1,TSR2,UBE2T,VWF,WAS,WDR19,XRCC2,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND5,MT-ND6"
HP,Abnormal_cardiovascular_system_morphology,Abnormal cardiovascular system morphology,HP:0030680,FALSE,8.608062186856088e-16,15.065094604211271,1926,173,124,4958,"ABCA1,ABCG8,ACVRL1,ADA2,ALG8,ALPL,ANKS6,BRCA1,BRCA2,BRIP1,BTK,CD46,CFH,CFI,CLCN7,COG1,COL3A1,COL4A1,COL7A1,COQ2,CTC1,DCDC2,DNAJC21,ENG,EPB42,ERCC4,F8,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,GATA1,GBA1,GLA,HAMP,HBA1,HBA2,HBB,IFIH1,INVS,KCNQ1,LIPA,LMBRD1,LYST,MAD2L2,MEN1,MMACHC,MMP1,MTTP,NEK8,NPHP1,NPHP3,PALB2,PCCA,PCCB,PLEC,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SBDS,SLC19A2,SLC37A4,SLC4A1,SLC7A7,SLX4,SMAD4,SMARCAL1,SMPD1,SRP54,SURF1,TBX1,TERT,TFR2,TGFB1,TMEM67,TREX1,TSR2,UBE2T,VWF,WAS,WDR19,XK,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4L,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Partial_duplication_of_thumb_phalanx,Partial duplication of thumb phalanx,HP:0009944,FALSE,1.016993494042704e-15,14.992681825356893,42,173,20,4958,"ADA2,FANCD2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Abnormal_soft_palate_morphology,Abnormal soft palate morphology,HP:0100736,FALSE,1.2336681972249985e-15,14.908801630813992,260,173,43,4958,"ADA2,BRCA1,BRCA2,BRIP1,COL4A1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,SMAD4,TBX1,TSR2,UBE2T,XRCC2"
HP,Osteosarcoma,Osteosarcoma,HP:0002669,FALSE,1.2624623162895225e-15,14.898781576434466,37,173,19,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Abnormal_carotid_artery_morphology,Abnormal carotid artery morphology,HP:0005344,FALSE,1.3926972115701009e-15,14.85614329394071,91,173,27,4958,"ABCA1,ABCG8,BRCA1,BRCA2,BRIP1,COL3A1,DCDC2,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,SMAD4,TMEM67,UBE2T,XRCC2"
HP,Abnormal_bone_ossification,Abnormal bone ossification,HP:0011849,FALSE,1.4034071933888115e-15,14.852816301755428,740,173,73,4958,"ALPL,ATP7B,BAAT,BRCA1,BRCA2,BRIP1,CEP164,CLCN7,COG1,COL7A1,CTC1,DKC1,DNAJC21,ELANE,ERCC4,FAH,FAM111A,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC1,GATA1,GBA1,GLA,HAMP,HBB,HLA-DQB1,IFIH1,INVS,LPIN2,MAD2L2,MEN1,MMP1,MTRR,MTTP,NAF1,NPHP1,NPHP3,NPHP4,PALB2,PCCA,PCCB,PEPD,PLEC,RAD51,RAD51C,RFWD3,RMRP,RPL11,SBDS,SLC37A4,SLC4A1,SLC7A7,SLX4,SMARCAL1,SMPD1,SRP54,TERT,TGFB1,TINF2,TMEM67,UBE2T,UROS,WDR19,XRCC2,POLG,POLG2"
HP,Abnormal_heart_morphology,Abnormal heart morphology,HP:0001627,FALSE,1.747307945691608e-15,14.757630548177456,1512,173,108,4958,"ABCA1,ABCG8,ADA2,ALG8,ANKS6,BRCA1,BRCA2,BRIP1,BTK,CLCN7,COG1,COL3A1,COL7A1,COQ2,DNAJC21,EPB42,ERCC4,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC3,GATA1,GBA1,GLA,HAMP,HBA1,HBA2,HBB,IFIH1,INVS,KCNQ1,LMBRD1,LYST,MAD2L2,MEN1,MMACHC,MMP1,MTTP,NEK8,NPHP1,NPHP3,PALB2,PCCA,PCCB,PLEC,RAD51,RAD51C,RBM8A,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SBDS,SLC19A2,SLC37A4,SLC4A1,SLC7A7,SLX4,SMAD4,SMPD1,SRP54,SURF1,TBX1,TERT,TFR2,TGFB1,TMEM67,TREX1,TSR2,UBE2T,VWF,XK,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Adenocarcinoma_of_the_intestines,Adenocarcinoma of the intestines,HP:0040273,FALSE,1.8450789841424216e-15,14.733985037828502,43,173,20,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SMAD4,TSR2"
HP,Malignant_genitourinary_tract_tumor,Malignant genitourinary tract tumor,HP:0006758,FALSE,2.449979151064443e-15,14.610837611397178,38,173,19,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Partial_duplication_of_the_phalanx_of_hand,Partial duplication of the phalanx of hand,HP:0009999,FALSE,3.282547223085778e-15,14.483789017385307,44,173,20,4958,"ADA2,FANCD2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Renal_hypoplasia/aplasia,Renal hypoplasia/aplasia,HP:0008678,FALSE,3.5161265179190824e-15,14.453935506452199,349,173,49,4958,"ADA2,BRCA1,BRCA2,BRIP1,DCDC2,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,LMBRD1,MAD2L2,MUC1,PALB2,RAD51,RAD51C,REN,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLX4,TBX1,TMEM67,TSR2,UBE2T,WDR19,XRCC2,MT-ATP8,MT-ATP6"
HP,Adenocarcinoma_of_the_large_intestine,Adenocarcinoma of the large intestine,HP:0040275,FALSE,4.6356376765970735e-15,14.333890516022477,39,173,19,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Abnormal_erythrocyte_enzyme_level,Abnormal erythrocyte enzyme level,HP:0030272,FALSE,4.6356376765970735e-15,14.333890516022477,39,173,19,4958,"ADA2,GATA1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TSR2"
HP,Thrombocytosis,Thrombocytosis,HP:0001894,FALSE,4.862176385561814e-15,14.313169290271231,64,173,23,4958,"ADA2,ELANE,GATA1,HBB,HLA-DQB1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,TGFB1,TSR2"
HP,Displacement_of_the_urethral_meatus,Displacement of the urethral meatus,HP:0100627,FALSE,4.919398978227636e-15,14.308087953408153,381,173,51,4958,"ADA2,BRCA1,BRCA2,BRIP1,COG1,COL3A1,CTC1,DKC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,HBA1,HBA2,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SLX4,SMAD4,TBX1,TERT,TINF2,TSR2,UBE2T,XRCC2"
HP,Abnormal_male_urethral_meatus_morphology,Abnormal male urethral meatus morphology,HP:0032076,FALSE,6.2133491973602545e-15,14.206674237852361,383,173,51,4958,"ADA2,BRCA1,BRCA2,BRIP1,COG1,COL3A1,CTC1,DKC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,HBA1,HBA2,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SLX4,SMAD4,TBX1,TERT,TINF2,TSR2,UBE2T,XRCC2"
HP,Aplasia/Hypoplasia_of_the_radius,Aplasia/Hypoplasia of the radius,HP:0006501,FALSE,7.401670752667977e-15,14.130670237462974,80,173,25,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,RPS19,SLX4,TGFB1,UBE2T,XRCC2"
HP,Bicornuate_uterus,Bicornuate uterus,HP:0000813,FALSE,9.018429028689181e-15,14.044869108089078,52,173,21,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,UBE2T,XRCC2"
HP,Pancytopenia,Pancytopenia,HP:0001876,FALSE,1.0484200185157178e-14,13.979464695234107,125,173,30,4958,"ADA2,COQ2,DKC1,DNAJC21,ELANE,FANCA,FANCB,FANCC,FANCD2,FANCE,GBA1,IFIH1,LMBRD1,LYST,MMAA,MMAB,MTRR,PALB2,PCCA,PCCB,SAMD9,SAMD9L,SBDS,SLC46A1,SLX4,SMARCAL1,SRP54,TERT,TINF2,UBE2T"
HP,Abnormality_of_the_urethra,Abnormality of the urethra,HP:0000795,FALSE,1.1295751989677209e-14,13.947084851587693,450,173,55,4958,"ADA2,BRCA1,BRCA2,BRIP1,COG1,COL3A1,COL7A1,CTC1,DKC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GATA1,HBA1,HBA2,MAD2L2,MMP1,PALB2,PLEC,RAD51,RAD51C,RFWD3,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SLX4,SMAD4,TBX1,TERT,TINF2,TMEM67,TSR2,UBE2T,XRCC2"
HP,Decreased_body_weight,Decreased body weight,HP:0004325,FALSE,1.237205503925414e-14,13.90755815662948,1548,173,108,4958,"ADA2,ALG8,ALPL,ATP7B,BRCA1,BRCA2,BRIP1,BTK,CD40LG,CDAN1,COG1,COL7A1,DKC1,DNAJC21,ERCC4,FAH,FAM111A,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FOXP3,G6PC3,GATA1,GBA1,HBA1,HBA2,HBB,HCFC1,HLA-DQB1,IFIH1,LIPA,LMBRD1,LPIN2,MAD2L2,MEN1,MMAA,MMAB,MMACHC,MMADHC,MTR,MTRR,MTTP,PALB2,PCCA,PCCB,PEPD,PNPO,PRDX1,RAD51,RAD51C,RFWD3,RMRP,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SAMD9,SBDS,SLC25A13,SLC37A4,SLC46A1,SLC4A1,SLC7A7,SLX4,SMAD4,SMARCAL1,SMPD1,SRP54,SURF1,TBX1,TERT,TGFB1,TINF2,TREX1,TSR2,UBE2T,XRCC2,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Forearm_undergrowth,Forearm undergrowth,HP:0009821,FALSE,1.3603363797839728e-14,13.866353687350053,74,173,24,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RBM8A,RFWD3,RPL26,RPS19,SLX4,UBE2T,XRCC2"
HP,Cardiomyopathy,Cardiomyopathy,HP:0001638,FALSE,1.8268175324629195e-14,13.738304829003201,554,173,61,4958,"ADA2,ANKS6,BRCA1,BRCA2,BRIP1,COL7A1,COQ2,EPB42,ERCC4,FAH,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,GLA,HAMP,HBB,IFIH1,KCNQ1,MAD2L2,MEN1,MMACHC,MMP1,NEK8,NPHP1,PALB2,PCCA,PCCB,RAD51,RAD51C,RFWD3,RMRP,SLC19A2,SLC4A1,SLX4,SURF1,TERT,TFR2,TGFB1,TREX1,UBE2T,XK,XRCC2,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
HP,Almond-shaped_palpebral_fissure,Almond-shaped palpebral fissure,HP:0007874,FALSE,2.3020835080399726e-14,13.637878926395562,54,173,21,4958,"BRCA1,BRCA2,BRIP1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,UBE2T,XRCC2"
HP,Neoplasm_of_the_colon,Neoplasm of the colon,HP:0100273,FALSE,2.788414702216418e-14,13.554642636065129,84,173,25,4958,"ADA2,BRCA1,BRCA2,ENG,GATA1,PALB2,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SMAD4,STK11,TSR2"
HP,Abnormal_bone_structure,Abnormal bone structure,HP:0003330,FALSE,3.7891562635546255e-14,13.421457484194491,822,173,75,4958,"ALPL,ATP7B,BAAT,BRCA1,BRCA2,BRIP1,CEP164,CLCN7,COG1,COL3A1,COL7A1,CTC1,DKC1,DNAJC21,ELANE,ERCC4,FAH,FAM111A,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,G6PC1,GATA1,GBA1,GLA,HAMP,HBB,HLA-DQB1,IFIH1,INVS,LPIN2,MAD2L2,MEN1,MMP1,MTRR,MTTP,NAF1,NPHP1,NPHP3,NPHP4,PALB2,PCCA,PCCB,PEPD,PLEC,RAD51,RAD51C,RFWD3,RMRP,RPL11,SAMD9,SBDS,SLC37A4,SLC4A1,SLC7A7,SLX4,SMARCAL1,SMPD1,SRP54,TERT,TGFB1,TINF2,TMEM67,UBE2T,UROS,WDR19,XRCC2,POLG,POLG2"
HP,Tracheoesophageal_fistula,Tracheoesophageal fistula,HP:0002575,FALSE,4.5703766670385175e-14,13.340048006128123,94,173,26,4958,"BRCA1,BRCA2,BRIP1,CTC1,DKC1,ERCC4,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,LMBRD1,MAD2L2,PALB2,RAD51,RAD51C,RFWD3,SLX4,TERT,TINF2,UBE2T,XRCC2"
HP,Diminished_motivation,Diminished motivation,HP:0000745,FALSE,4.981034718014126e-14,13.302680431206904,636,173,65,4958,"ADA2,ATP7B,BRCA2,COL7A1,COQ2,CP,FMO3,GATA1,GBA1,GLA,HAMP,HLA-DQB1,LMBRD1,MEN1,MMAA,MMAB,MMACHC,MMADHC,MMP1,MTRR,NPHP1,PCCA,PCCB,PRDX1,RPL11,RPL15,RPL18,RPL26,RPL35,RPL35A,RPL5,RPS10,RPS15A,RPS17,RPS19,RPS24,RPS26,RPS28,RPS29,RPS7,SLC19A2,SLC25A13,SLC2A1,SLC4A1,SLC7A7,SMPD1,TBX1,TGFB1,TREX1,TSR2,XK,MT-ATP8,MT-ATP6,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND5,MT-ND6,POLG,POLG2"
